config_name,seed,tasks_completed,tasks_failed,completion_rate,avg_latency_s,p50_latency_s,p90_latency_s,p99_latency_s,throughput_tps
scalability_300_agents,42,3246,0,0.8964374482187241,120.55739371534197,86.25000000000003,228.9,413.7400000000005,3.6066666666666665
