config_name,seed,tasks_completed,tasks_failed,completion_rate,avg_latency_s,p50_latency_s,p90_latency_s,p99_latency_s,throughput_tps
centralized_1000_agents,42,2438,0,0.3550830177687154,360.2236259228876,347.5,604.03,786.7190000000002,2.7088888888888887
