config_name,mode,seed,success,duration_seconds,error_message,perf_tasks_completed,perf_tasks_failed,perf_tasks_claimed,perf_completion_rate,perf_claimed_completion_rate,perf_average_completion_time,perf_latency_p50,perf_latency_p90,perf_latency_p99,perf_throughput_tps,perf_sim_duration_s,perf_step_interval_ms,perf_total_distance_traveled,perf_agent_utilization,coord_avg_cache_size,coord_total_gossip_rounds,coord_tasks_in_registry,coord_active_leases,coord_coordination_mode
centralized_1000_agents,centralized,42,True,900.221789,,2438,0,10945,0.3550830177687154,0.22275011420740065,360.2236259228876,347.5,604.03,786.7190000000002,2.7088888888888887,900.0,100,281434.0,0.12784044444444448,12674.0,0,6866,1087,centralized
