config_name,seed,tasks_completed,tasks_failed,completion_rate,avg_latency_s,p50_latency_s,p90_latency_s,p99_latency_s,throughput_tps
centralized_900_agents,42,2752,0,0.4349612770665402,330.1470566860465,315.85,569.89,746.8819999999996,3.057777777777778
