config_name,mode,seed,success,duration_seconds,error_message,perf_tasks_completed,perf_tasks_failed,perf_tasks_claimed,perf_completion_rate,perf_claimed_completion_rate,perf_average_completion_time,perf_latency_p50,perf_latency_p90,perf_latency_p99,perf_throughput_tps,perf_sim_duration_s,perf_step_interval_ms,perf_total_distance_traveled,perf_agent_utilization,coord_avg_cache_size,coord_total_gossip_rounds,coord_tasks_in_registry,coord_active_leases,coord_coordination_mode
centralized_900_agents,centralized,42,True,900.228091,,2752,0,10041,0.4349612770665402,0.2740762872223882,330.1470566860465,315.85,569.89,746.8819999999996,3.057777777777778,900.0,100,247656.0,0.16167716049382716,11970.0,0,6327,1060,centralized
