config_name,seed,tasks_completed,tasks_failed,completion_rate,avg_latency_s,p50_latency_s,p90_latency_s,p99_latency_s,throughput_tps
scalability_600_agents,42,4342,0,0.8796596434359806,138.29263012436667,104.39999999999998,264.29,443.54900000000015,4.8244444444444445
