config_name,seed,tasks_completed,tasks_failed,completion_rate,avg_latency_s,p50_latency_s,p90_latency_s,p99_latency_s,throughput_tps
dist_100_agents,42,1376,0,0.8452088452088452,126.10443313953489,93.65000000000003,237.45,480.55000000000007,1.528888888888889
