fleet_size,mode,seed,duration_s,warmup_s,step_interval_ms,sample_every_steps,layout_seed,layout_digest,stream_digest,stream_event_count,tasks_created,tasks_completed,tasks_active_end,completion_rate,throughput_tps,average_completion_time_s,latency_p90_s,agent_work_fraction_final,offered_work_fraction_nominal,offered_work_fraction_realized,wall_time_s,full_working_fraction,full_navigating_fraction,full_idle_fraction,full_active_fraction,full_mean_stuck_agents,full_sample_count,post_warmup_working_fraction,post_warmup_navigating_fraction,post_warmup_idle_fraction,post_warmup_active_fraction,post_warmup_mean_stuck_agents,post_warmup_sample_count,completed_nominal_work_fraction,configured_arrival_rate_tps,realized_arrival_rate_tps,arrival_rate_per_robot,tasks_active_end_per_robot,arrival_completion_gap_tps,completed_work_state_fraction,incomplete_task_work_fraction
200,distributed,45,900.0,180.0,100,10,10200,94d41374dfb16eeaae2f6253f186e8f71578917bd8273f40bcb287898aabd9da,4ca11abe46dba762f082bb726fe2a383e8add2294949a1720dbb64503974c443,2674,2674,2334,340,0.8728496634255797,2.5933333333333333,125.55149957155099,237.21000000000012,0.5981916666666667,0.675,0.6685,617.9609922394156,0.5978111111111111,0.36291111111111096,0.03927777777777797,0.960722222222222,3.9922222222222223,900,0.6959444444444445,0.3019652777777777,0.002090277777777816,0.9979097222222222,4.529166666666667,720,0.5835,3.0,2.971111111111111,0.015,1.7,0.37777777777777777,0.5847966666666666,0.013395000000000046
200,centralized,46,900.0,180.0,100,10,10200,94d41374dfb16eeaae2f6253f186e8f71578917bd8273f40bcb287898aabd9da,d9915a21bb4f4618d49311880b464873d86c8b2257241fb876f7414a56a26588,2723,2723,2304,419,0.8461255967682703,2.56,122.61380208333334,210.57000000000008,0.5909483333333333,0.675,0.68075,14.179386176168919,0.5906333333333332,0.35634999999999994,0.05301666666666682,0.9469833333333332,4.572222222222222,900,0.6850902777777778,0.3063541666666666,0.00855555555555565,0.9914444444444444,3.8194444444444446,720,0.5760000000000001,3.0,3.0255555555555556,0.015,2.095,0.4655555555555555,0.57728,0.013668333333333282
200,distributed,46,900.0,180.0,100,10,10200,94d41374dfb16eeaae2f6253f186e8f71578917bd8273f40bcb287898aabd9da,d9915a21bb4f4618d49311880b464873d86c8b2257241fb876f7414a56a26588,2723,2723,2334,389,0.8571428571428571,2.5933333333333333,129.6900171379606,239.84000000000032,0.6043194444444445,0.675,0.68075,611.6633903719485,0.604061111111111,0.35826111111111103,0.03767777777777792,0.9623222222222221,4.124444444444444,900,0.7045277777777778,0.2933611111111112,0.0021111111111110636,0.9978888888888889,4.579166666666667,720,0.5835,3.0,3.0255555555555556,0.015,1.945,0.4322222222222223,0.5847966666666666,0.01952277777777789
300,centralized,42,900.0,180.0,100,10,10300,dff7b24ab0a772cf0b0faad2a01d4522fc106ffacabea1ab1636a55dd3b0ed2e,2dc84e9ea602599077ffe19e091980d518d8e76d795a45b3d6dd67b7541e71bb,3552,3552,2798,754,0.7877252252252253,3.108888888888889,161.23130807719804,292.63000000000005,0.4888211111111112,0.6,0.592,32.70067812129855,0.48855555555555563,0.4434999999999998,0.06794444444444458,0.9320555555555554,8.233333333333333,900,0.5842731481481481,0.40391203703703704,0.011814814814814834,0.9881851851851852,7.527777777777778,720,0.4663333333333334,4.0,3.9466666666666668,0.013333333333333334,2.513333333333333,0.8377777777777777,0.46736962962962963,0.02145148148148157
300,distributed,42,900.0,180.0,100,10,10300,dff7b24ab0a772cf0b0faad2a01d4522fc106ffacabea1ab1636a55dd3b0ed2e,2dc84e9ea602599077ffe19e091980d518d8e76d795a45b3d6dd67b7541e71bb,3552,3552,3079,473,0.8668355855855856,3.421111111111111,126.07531666125367,235.16000000000028,0.5312596296296296,0.6,0.592,1030.1898659076542,0.5310666666666667,0.4231999999999999,0.045733333333333404,0.9542666666666666,6.252222222222223,900,0.6251388888888889,0.3730462962962964,0.0018148148148147136,0.9981851851851853,7.1125,720,0.5131666666666668,4.0,3.9466666666666668,0.013333333333333334,1.5766666666666667,0.5255555555555556,0.5143070370370371,0.01695259259259252
300,centralized,43,900.0,180.0,100,10,10300,dff7b24ab0a772cf0b0faad2a01d4522fc106ffacabea1ab1636a55dd3b0ed2e,ed7aa37b0d8e0309bc7ac5c1d9b1cb95c9f8a3babc25ddc44b50adbb42ba0966,3638,3638,2901,737,0.797416162726773,3.223333333333333,149.69210617028614,267.4,0.5020007407407407,0.6,0.6063333333333333,32.04852174781263,0.5017962962962963,0.4327148148148148,0.06548888888888893,0.9345111111111111,8.922222222222222,900,0.5890740740740741,0.399550925925926,0.011374999999999913,0.9886250000000001,8.223611111111111,720,0.48349999999999993,4.0,4.042222222222223,0.013333333333333334,2.4566666666666666,0.8188888888888894,0.4845744444444444,0.01742629629629633
300,distributed,43,900.0,180.0,100,10,10300,dff7b24ab0a772cf0b0faad2a01d4522fc106ffacabea1ab1636a55dd3b0ed2e,ed7aa37b0d8e0309bc7ac5c1d9b1cb95c9f8a3babc25ddc44b50adbb42ba0966,3638,3638,3183,455,0.8749312809235844,3.5366666666666666,132.46830034558593,250.76000000000005,0.5484274074074074,0.6,0.6063333333333333,1463.833223246038,0.5482703703703703,0.40639629629629637,0.04533333333333334,0.9546666666666667,5.648888888888889,900,0.6428333333333333,0.3553657407407409,0.0018009259259258448,0.9981990740740742,6.411111111111111,720,0.5305,4.0,4.042222222222223,0.013333333333333334,1.5166666666666666,0.505555555555556,0.5316788888888889,0.01674851851851844
300,centralized,44,900.0,180.0,100,10,10300,dff7b24ab0a772cf0b0faad2a01d4522fc106ffacabea1ab1636a55dd3b0ed2e,872d90b04b3a6070178feb444c7ccab3c46eda59e7797b78de5a9164b8a40fa8,3663,3663,3019,644,0.8241878241878242,3.3544444444444443,156.02851937727726,291.1000000000002,0.5133559259259258,0.6,0.6105,30.792394526302814,0.5132037037037037,0.42926296296296296,0.057533333333333325,0.9424666666666667,8.482222222222223,900,0.6005972222222222,0.3899166666666668,0.009486111111110973,0.990513888888889,7.695833333333334,720,0.5031666666666667,4.0,4.07,0.013333333333333334,2.1466666666666665,0.7155555555555559,0.5042848148148148,0.00907111111111103
300,distributed,44,900.0,180.0,100,10,10300,dff7b24ab0a772cf0b0faad2a01d4522fc106ffacabea1ab1636a55dd3b0ed2e,872d90b04b3a6070178feb444c7ccab3c46eda59e7797b78de5a9164b8a40fa8,3663,3663,3154,509,0.8610428610428611,3.5044444444444443,125.21870640456562,231.37,0.5448348148148149,0.6,0.6105,1178.200178399682,0.5447222222222222,0.4136518518518518,0.041625925925925955,0.958374074074074,6.371111111111111,900,0.6357731481481481,0.36224999999999996,0.001976851851851924,0.9980231481481481,7.308333333333334,720,0.5256666666666666,4.0,4.07,0.013333333333333334,1.6966666666666668,0.565555555555556,0.5268348148148149,0.018000000000000016
300,centralized,45,900.0,180.0,100,10,10300,dff7b24ab0a772cf0b0faad2a01d4522fc106ffacabea1ab1636a55dd3b0ed2e,9b6c198c08ef592ebac708beae5f6d01a02ae6543d6be2409436566fa3298115,3600,3600,2877,723,0.7991666666666667,3.1966666666666668,155.17466110531805,269.44000000000005,0.5014044444444444,0.6,0.6,34.99043909646571,0.5010814814814815,0.4318925925925926,0.06702592592592593,0.9329740740740741,9.003333333333334,900,0.598212962962963,0.3911805555555554,0.010606481481481578,0.9893935185185184,7.938888888888889,720,0.4795,4.0,4.0,0.013333333333333334,2.41,0.8033333333333332,0.4805655555555556,0.02083888888888885
300,distributed,45,900.0,180.0,100,10,10300,dff7b24ab0a772cf0b0faad2a01d4522fc106ffacabea1ab1636a55dd3b0ed2e,9b6c198c08ef592ebac708beae5f6d01a02ae6543d6be2409436566fa3298115,3600,3600,3131,469,0.8697222222222222,3.4788888888888887,129.53928457361866,243.00000000000006,0.5394792592592592,0.6,0.6,1344.4831889234483,0.5390333333333334,0.4167814814814814,0.044185185185185216,0.9558148148148148,5.946666666666666,900,0.6372731481481482,0.36090740740740745,0.0018194444444443736,0.9981805555555556,6.802777777777778,720,0.5218333333333333,4.0,4.0,0.013333333333333334,1.5633333333333332,0.5211111111111113,0.5229929629629629,0.016486296296296277
300,centralized,46,900.0,180.0,100,10,10300,dff7b24ab0a772cf0b0faad2a01d4522fc106ffacabea1ab1636a55dd3b0ed2e,70fbeb2c1bec038d1124a2823de9ad02511857a81c99826ac4ee6662593ed1f8,3590,3590,2936,654,0.8178272980501393,3.2622222222222224,150.93446866485013,266.55000000000007,0.5075644444444444,0.6,0.5983333333333334,34.9409402217716,0.507311111111111,0.4253,0.06738888888888894,0.9326111111111111,9.025555555555556,900,0.6048981481481481,0.38197685185185193,0.013124999999999942,0.9868750000000001,8.144444444444444,720,0.4893333333333334,4.0,3.988888888888889,0.013333333333333334,2.18,0.7266666666666666,0.49042074074074077,0.017143703703703606
300,distributed,46,900.0,180.0,100,10,10300,dff7b24ab0a772cf0b0faad2a01d4522fc106ffacabea1ab1636a55dd3b0ed2e,70fbeb2c1bec038d1124a2823de9ad02511857a81c99826ac4ee6662593ed1f8,3590,3590,3146,444,0.8763231197771588,3.4955555555555557,128.98356643356644,243.75,0.5418677777777778,0.6,0.5983333333333334,1200.112395601347,0.541611111111111,0.4149481481481483,0.04344074074074067,0.9565592592592593,5.9911111111111115,900,0.6379629629629631,0.3600324074074073,0.0020046296296296617,0.9979953703703703,6.919444444444444,720,0.5243333333333333,4.0,3.988888888888889,0.013333333333333334,1.48,0.4933333333333332,0.5254985185185186,0.01636925925925925
500,centralized,42,900.0,180.0,100,10,10500,2a561b5a13e07424a2ca66cc93d035e319a860347b95787980940ef91a132f34,e736b3805d45c46806a205434f39b5705eeed355a585c0adbc81d85cb42c96e2,4471,4471,3184,1287,0.7121449340192351,3.537777777777778,224.0221733668342,416.44000000000005,0.32616622222222225,0.45,0.4471,109.92739925161004,0.3261155555555556,0.5752088888888889,0.09867555555555552,0.9013244444444445,23.814444444444444,900,0.3949138888888889,0.5886027777777778,0.016483333333333294,0.9835166666666667,24.92222222222222,720,0.3184,5.0,4.967777777777778,0.01,2.574,1.4300000000000002,0.3191075555555556,0.0070586666666666575
500,distributed,42,900.0,180.0,100,10,10500,2a561b5a13e07424a2ca66cc93d035e319a860347b95787980940ef91a132f34,e736b3805d45c46806a205434f39b5705eeed355a585c0adbc81d85cb42c96e2,4471,4471,3850,621,0.8611048982330575,4.277777777777778,133.6163896103896,248.0,0.39905466666666667,0.45,0.4471,1875.3403415139765,0.39892444444444447,0.5369488888888889,0.06412666666666655,0.9358733333333334,5.875555555555556,900,0.47665277777777776,0.5202027777777776,0.0031444444444446162,0.9968555555555554,6.580555555555556,720,0.385,5.0,4.967777777777778,0.01,1.242,0.6900000000000004,0.38585555555555556,0.013199111111111106
500,centralized,43,900.0,180.0,100,10,10500,2a561b5a13e07424a2ca66cc93d035e319a860347b95787980940ef91a132f34,c459bff0338f85472c8bb7719f548579c299144c3b6af81ab4d13c0f5308e66a,4556,4556,3291,1265,0.7223441615452151,3.6566666666666667,218.33144940747493,415.1,0.3409624444444445,0.45,0.4556,109.19190246425569,0.34084222222222227,0.5669022222222221,0.09225555555555565,0.9077444444444444,22.697777777777777,900,0.41158333333333336,0.5696583333333334,0.01875833333333332,0.9812416666666667,23.519444444444446,720,0.3291,5.0,5.062222222222222,0.01,2.53,1.4055555555555554,0.32983133333333337,0.011131111111111147
500,distributed,43,900.0,180.0,100,10,10500,2a561b5a13e07424a2ca66cc93d035e319a860347b95787980940ef91a132f34,c459bff0338f85472c8bb7719f548579c299144c3b6af81ab4d13c0f5308e66a,4556,4556,3933,623,0.8632572431957858,4.37,133.29679633867278,241.48000000000002,0.4099186666666667,0.45,0.4556,1959.9721152931452,0.40970666666666666,0.5323755555555556,0.057917777777777735,0.9420822222222223,6.087777777777778,900,0.4865361111111111,0.5119666666666667,0.0014972222222221498,0.9985027777777779,6.808333333333334,720,0.39330000000000004,5.0,5.062222222222222,0.01,1.246,0.6922222222222221,0.394174,0.015744666666666685
500,centralized,44,900.0,180.0,100,10,10500,2a561b5a13e07424a2ca66cc93d035e319a860347b95787980940ef91a132f34,33c9a74d72f41b135e94b2a742bcdd49992972ad33139f080aaf61d5dea07cf5,4521,4521,3174,1347,0.7020570670205707,3.526666666666667,220.59445494643984,408.6100000000001,0.3228606666666667,0.45,0.4521,107.76479537412524,0.3228533333333333,0.5872466666666666,0.08990000000000009,0.9100999999999999,22.966666666666665,900,0.38850555555555555,0.5957055555555556,0.015788888888888852,0.9842111111111111,23.84722222222222,720,0.3174,5.0,5.023333333333333,0.01,2.694,1.4966666666666666,0.31810533333333335,0.004755333333333334
500,distributed,44,900.0,180.0,100,10,10500,2a561b5a13e07424a2ca66cc93d035e319a860347b95787980940ef91a132f34,33c9a74d72f41b135e94b2a742bcdd49992972ad33139f080aaf61d5dea07cf5,4521,4521,3876,645,0.8573324485733245,4.306666666666667,131.6566563467492,241.95000000000002,0.40436022222222223,0.45,0.4521,1663.0661260597408,0.4042066666666667,0.5406066666666665,0.05518666666666683,0.9448133333333332,5.946666666666666,900,0.4784944444444444,0.5198638888888889,0.0016416666666666524,0.9983583333333333,6.6625,720,0.3876,5.0,5.023333333333333,0.01,1.29,0.7166666666666668,0.3884613333333334,0.01589888888888885
