fleet_size,mode,metric,n,mean,standard_deviation,ci95_half_width,ci95_low,ci95_high
500,centralized,post_warmup_working_fraction,5,0.39509500000000003,0.012730613802082659,0.01580714483308201,0.37928785516691804,0.410902144833082
500,centralized,tasks_active_end,5,1300.0,84.36231386110744,104.74964792650368,1195.2503520734963,1404.7496479265037
500,centralized,tasks_active_end_per_robot,5,2.5999999999999996,0.1687246277222148,0.20949929585300728,2.3905007041469926,2.8094992958530067
500,centralized,throughput_tps,5,3.547555555555556,0.1049379593314163,0.1302976861467906,3.417257869408765,3.6778532417023464
500,distributed,agent_work_fraction_final,5,0.4033385777777777,0.004236770918669559,0.005260645918348689,0.398077931859429,0.4085992236961264
500,distributed,arrival_completion_gap_tps,5,0.6799999999999999,0.04236816881097255,0.052607029882404295,0.6273929701175956,0.7326070298824042
500,distributed,average_completion_time_s,5,133.19290646221344,1.167976207291484,1.4502340073524151,131.74267245486104,134.64314046956585
500,distributed,completed_nominal_work_fraction,5,0.38808,0.003985849972088769,0.004949086412584113,0.38313091358741586,0.3930290864125841
500,distributed,completed_work_state_fraction,5,0.3889424,0.003994707416471184,0.004960084382389849,0.38398231561761015,0.3939024843823899
500,distributed,completion_rate,5,0.8638072868254785,0.007901049671728187,0.009810448925404577,0.8539968379000739,0.8736177357508831
500,distributed,full_active_fraction,5,0.938816888888889,0.004495260219880931,0.005581602777583699,0.9332352861113054,0.9443984916664727
500,distributed,full_idle_fraction,5,0.06118311111111112,0.004495260219880931,0.005581602777583699,0.05560150833352742,0.06676471388869482
500,distributed,full_navigating_fraction,5,0.5356182222222221,0.003901127852111258,0.004843890006356537,0.5307743322158656,0.5404621122285787
500,distributed,full_working_fraction,5,0.40319866666666665,0.004209026044931724,0.005226196107493711,0.39797247055917295,0.40842486277416035
500,distributed,incomplete_task_work_fraction,5,0.014396177777777764,0.0020429747277613463,0.0025366881687014045,0.01185948960907636,0.016932865946479168
500,distributed,latency_p90_s,5,245.90800000000004,4.750470503013356,5.898488198120622,240.00951180187943,251.80648819812066
500,distributed,offered_work_fraction_nominal,5,0.45,0.0,0.0,0.45,0.45
500,distributed,offered_work_fraction_realized,5,0.44928,0.0043928350754381855,0.005454425163218321,0.4438255748367817,0.4547344251632183
500,distributed,post_warmup_active_fraction,5,0.9972433333333335,0.00183368325785115,0.002276818485382767,0.9949665148479507,0.9995201518187162
500,distributed,post_warmup_idle_fraction,5,0.0027566666666666516,0.00183368325785115,0.002276818485382767,0.00047984818128388477,0.005033485152049419
500,distributed,post_warmup_navigating_fraction,5,0.5170411111111111,0.004257458234355762,0.005286332613455723,0.5117547784976554,0.5223274437245667
500,distributed,post_warmup_working_fraction,5,0.4802022222222222,0.003937977092397444,0.004889644381381055,0.47531257784084113,0.48509186660360326
500,distributed,tasks_active_end,5,612.0,38.13135192987524,47.346326894163795,564.6536731058362,659.3463268941638
500,distributed,tasks_active_end_per_robot,5,1.224,0.07626270385975044,0.09469265378832754,1.1293073462116725,1.3186926537883275
500,distributed,throughput_tps,5,4.312,0.04428722191209738,0.05498984902871228,4.257010150971288,4.3669898490287125
600,centralized,agent_work_fraction_final,5,0.29274951851851855,0.005889004052857143,0.007312164317708786,0.28543735420080973,0.30006168283622736
600,centralized,arrival_completion_gap_tps,5,1.7077777777777772,0.06057339186861782,0.07521179993235153,1.6325659778454256,1.7829895777101288
600,centralized,average_completion_time_s,5,231.21757127628945,6.6614100599537025,8.271233048716907,222.94633822757254,239.48880432500636
600,centralized,completed_nominal_work_fraction,5,0.2841666666666667,0.003626675857831501,0.004503112845824136,0.27966355382084257,0.2886697795124908
