config_name,mode,seed,success,duration_seconds,error_message,perf_tasks_completed,perf_tasks_failed,perf_tasks_claimed,perf_completion_rate,perf_claimed_completion_rate,perf_average_completion_time,perf_latency_p50,perf_latency_p90,perf_latency_p99,perf_throughput_tps,perf_sim_duration_s,perf_step_interval_ms,perf_total_distance_traveled,perf_agent_utilization,coord_avg_cache_size,coord_total_gossip_rounds,coord_tasks_in_registry,coord_active_leases,coord_coordination_mode
scalability_500_agents,p2p,42,True,2633.9221,,3972,0,5473,0.870670758439281,0.7257445642243742,129.50556394763342,98.5,245.35000000000002,439.977,4.413333333333333,900.0,100,128758.0,0.415564,1500.836,2996,4562,656,p2p
