config_name,mode,seed,success,duration_seconds,error_message,perf_tasks_completed,perf_tasks_failed,perf_tasks_claimed,perf_completion_rate,perf_claimed_completion_rate,perf_average_completion_time,perf_latency_p50,perf_latency_p90,perf_latency_p99,perf_throughput_tps,perf_sim_duration_s,perf_step_interval_ms,perf_total_distance_traveled,perf_agent_utilization,coord_avg_cache_size,coord_total_gossip_rounds,coord_tasks_in_registry,coord_active_leases,coord_coordination_mode
scalability_200_agents,p2p,42,True,1038.420956,,2462,0,3172,0.8859301907160849,0.7761664564943254,120.73716490658002,87.60000000000002,229.68000000000004,436.1799999999998,2.7355555555555555,900.0,100,32467.0,0.63575,473.64,2996,2779,295,p2p
